ORGANIZATION_CODE;COD_ITEM;DESCRICAO;DESCRICAO_US;Transaction Condition Class;Item Origin;NCM;Item Fiscal Type;Federal Tributary Situation;State Tributary Situation;Inventory Item Application;CEST;Alphanumeric Barcode;Service Code;GLOBAL_ATTRIBUTE12;Global Trade Item Number;EX Code;Income Nature Indicator;Import Content;Foreign Portion Value;GLOBAL_ATTRIBUTE18;Import Content Form Number;Service Nomenclature Code;Reinf Service Classfication;Reinf Service Code;INCOME_NATURE_CODE;UNIT_WEIGHT;SALES_ACC;ITEM_TYPE
223;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;DALAMATIC DUST COLLECTOR DLMC 3-7-15;FINISHED GOODS;0;84213990;04;99;90;INV;;;;;;;;;;;;;;;;16;709.372999.311111.99.99.999.99999.99999;Configured Item
223;1C124372;ELEMENTO SRF, 15/3, UF, 0.2 MIC, SILICONE;ELEMENT, SRF, 15/3, UF THREAD, 0.2 MIC, SILICONE;RESALE_IMP;1;84213990;04;00;00;INV;;;;;;;;;;;;;;;;1,4061;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P034303-016-436;ELEMENTO FILTRANTE PARA GASES IND;"DFE ULTRA-WEB FR CARTRIDGE (349 MM X 349MM) OD X 660 MM L, (13.74"" X 13.74"") OD X 26.00"" L";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;15,35;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P034305-016-436;ELEMENTO FILTRNTE DFEP6;"DFE ULTRA-WEB SS CARTRIDGE (349 MM X 349 MM) OD X 660 MM L (13.74"" X 13.74"") OD X 26"" L)";RAW MATERIAL;1;84213990;99;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;9,6;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P034306-016-431;ELEMENTO FILTRANTE PARA GASES IND;"DFE FIBRA-WEB CARTRIDGE (349 MM X 349 MM) OD X 660 MM L (13.74"" X 13.74"") OD X 26"" L)";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;10,8;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P034308-016-429;ELEMENTO FILTRANTE PARA GASES IND.;"DFE THERMO-WEB CARTRIDGE (349 MM X 349 MM) OD X 660 MM L (13.74"" X 13.74"") OD X 26"" L)";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;16;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P034309-016-433;ELEMENTO FILTRANTE P/ GASES IND.;"DFE TORIT-TEX CARTRIDGE (349 MM X 349 MM) OD X 660 MM L (13.74"" X 13.74"") OD X 26"" L)";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;9;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P034310-016-436;ELEMENTO FILTRANTE PARA GASES IND;"DFE ULTRA-WEB SB CARTRIDGE (13.74"" X 13.74"")OD X 26.00""L";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;14,4;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P034311-016-910;ELEMENTO FILTRANTE PARA GASES - ALTA TEMPERATURA;"DFE HIGH TEMP CARTRIDGE (13.74"" X 13.74"")OD X 26.00""L";RAW MATERIAL;1;84213990;99;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;5,5;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P041249-016-150;9636958 - Filtro respiro hidraulico;BREATHER;RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;0,1;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P042176-016-192;84493218 - Elemento filtrante de ar;FILTER SAFETY;RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;0,655;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P042317-016-233;86512479 ELEMENTO FILTRANTE DE AR;FILTER ELEMENT PRIMARY;RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;9,86;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P100089-016-190;D36264  ADAPTADOR PARA INDICADOR FILT AR;ADAPTER;RESALE_IMP;1;74153900;00;99;90;INV;1006600;;;;0;;;0;0;;;;;;;0,015;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P100089-016-541;D36264 - ADAPTADOR PARA INDICADOR FILT A;ADAPTER;RAW MATERIAL;1;74153900;01;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,03;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P100091-016-700;TAMPAO PLASTICO PARA INDICADOR;CAP-HEX 1/8NPT NYLON BLACK;RAW MATERIAL;1;39269090;01;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,005;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P100596-016-915;PLUG PARA FILTRO HIDRAULICO;PLUG PIPE HEX;RAW MATERIAL;1;73079900;01;99;90;INV;1004600;;;;0;;;0;0;;0;;;;;0,007;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P101290-016-700;REDUTOR DE BORRACHA;REDUCER HUMP, RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;0,725;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P101292-016-700;REDUTOR DE BORRACHA 102X127MM;REDUCER HUMP, RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;0,8;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P101293-016-700;REDUTOR DE BORRACHA 102X127MM;REDUCER HUMP. RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;1,09;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P112611-016-700;2461800W1 REDUTOR DE BORRACHA;REDUCER HUMP, RUBBER;RESALE_IMP;1;40091100;00;99;90;INV;0108700;;;;0;;;0;0;;0;;;;;1,352;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P112671-016-140;FILTRO DE AR;AIR FILTER, PANEL VENTILATION;RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;3,28;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P112803;VALVULA EVACUADORA DE BORRACHA;VALVE VACUATOR;RAW MATERIAL;1;40169990;01;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,011;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P112803 016700;87347229 - Valvula vacuadora de borracha;VACUATOR VALVE;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;0,074;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P114315-016-700;ADAPTADOR;REDUCER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;1,995;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P114319-016-700;REDUTOR DE BORRACHA;STRAIGHT HUMP, RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;0,78;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P114931    207;ELEM. FILTR. AR - KWH0050;AIR FILTER, SAFETY;RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;1,816;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P115070-016-140;ELEMENTO FILTRANTE DE AR;AIR FILTER, SAFETY;RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;9,13;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P115097-016-700;ANEL DE VEDACAO OD 407MM;GASKET;RAW MATERIAL;1;40169300;01;99;90;INV;0100700;;;;0;;;0;0;;0;;;;;0,2;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P101870-016-700;221407  PORCA DE NYLON PARA FILTRO;NUT ASSEMBLY;RESALE_IMP;1;39269090;00;99;90;INV;1301600;;;;0;;;0;0;;0;;;;;0,02;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P101872-016-700;ANEL DE VEDACAO;GASKET WASHER;RAW MATERIAL;1;40169300;01;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,0002;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P102052-016-140;FILTRO DE AR PARA PAINEL DE CABINE;AIR FILTER, PANEL ENGINE;RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;6,66;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P102144-016-700;PORCA DE ASA;WING NUT;RAW MATERIAL;1;39269090;01;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,015;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P102745-016-140;ELEMENTO FILTRANTE DE AR;AIR FILTER, PRIMARY FINNED;RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;0,845;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P102820-016-700;REDUTOR DE BORRACHA;REDUCER HUMP, RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;0,51;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P103198-016-216;VALVULA EVACUADORA;VACUATOR VALVE;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;0,14;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P103516-016-700;REDUTOR DE BORRACHA;REDUCER HUMP, RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;1,235;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P104089-016-700;REDUTOR DE BORRACHA;REDUCER, RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;0,18;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P104691-313-150;TAMPA DE SERVICIO P/ FILTRO AR;COVER ASSY (PRECLEANER);RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;4,41;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P105213-000-700;ANEL DE VEDACAO ID 113MM;GASKET;RAW MATERIAL;1;40169300;01;99;90;INV;0100700;;;;0;;;0;0;;0;;;;;0,06;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P105220-016-216;VALVULA EVACUADORA;VACUATOR VALVE;RAW MATERIAL;1;40169990;01;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;0,15;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P105220-016-219;T23263  VALVULA EVACUADORA FILTRO DE AR;VACUATOR VALVE;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;0,42;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P105530-016-700;87461672 DUTO DE SAIDA DE FILTRO DE AR;ELBOW, 90 DEGREE RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;;;;;;0,4;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P105533-016-700;COTOVELO DE BORRACHA;ELBOW, 90 DEGREE RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;1,37;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P105535-016-700;COTOVELO DE BORRACHA;ELBOW, 90 DEGREE RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;3,055;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P105541-016-700;COTOVELO DE BORRACHA;ELBOW, 45 DEGREE RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;0,3;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P105545-016-700;139784 - COTOVELO DE BORRACHA;ELBOW, 45 DEGREE RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;0,92;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P105547-016-700;COTOVELO DE BORRACHA 45;ELBOW, 45 DEGREE RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;1,89;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P105610-016-700;4A20111380 REDUTOR DE BORRACHA;STRAIGHT HUMP, RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;1,12;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P105612-016-700;REDUTOR DE BORRACHA;STRAIGHT HUMP. RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;1,575;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P105613-016-700;MANGUEIRA DE BORRACHA;PIPE-COUPLIN;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;1,87;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P105740-000-700;ANEL DE VEDACAO;GASKET WASHER;RAW MATERIAL;1;73182200;01;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,01;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P106680-016-140;ELEMENTO FILTRANTE DE AR CABINE;AIR FILTER, PANEL VENTILATION;RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;4,37;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P106949-016-925;TAMPA METALICA ABERTA 158MM DI X183MM DE;COVER;RAW MATERIAL;1;84219999;01;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;0,36;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P106965-016-140;ELEMENTO FILTRANTE DE AR;AIR FILTER, PANEL VENTILATION;RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;2,27;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P107408  000999;TRAVA METALICA;CLIP LOT 500;RAW MATERIAL;1;73209000;01;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,005;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P107844-016-700;89500401816 - COTOVELO DE BORRACHA;ELBOW, 90 DEGREE RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;2,28;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P107931-016-700;COTOVELO ROSCADO 1/8 45°;ELBOW;RAW MATERIAL;1;73079200;01;99;90;INV;1004600;;;;0;;;0;0;;0;;;;;0,16;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P109021-016-700;T406371  CONEXAO DE BORRACHA, TIPO COTOV;ELBOW, 45 DEGREE RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;1,47;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P111098    710;ELEMENTO FILTRANTE DE AR;AIR FILTER, PANEL ENGINE;RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;4,54;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P111551-016-915;ANEL DE VEDACAO;GASKET WASHER;RAW MATERIAL;1;40169300;01;99;90;INV;0;;;;0;;;0;0;;0;;;;;0,02;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P112605-016-700;CONEXAO DE BORRACHA, TIPO COTOVELO;ELBOW, 90 DEGREE RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;7,755;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P112607-016-700;20647    CONEXAO/MANGUEIRA/DUTO DE BORRA;REDUCER HUMP, RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;2,505;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P112608-016-700;MANGUEIRA DE BORRACHA;STRAIGHT HUMP, RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;1,705;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P112610-016-700;REDUTOR DE BORRACHA;REDUCER HUMP. RUBBER;RESALE_IMP;1;40169990;00;99;90;INV;0100900;;;;0;;;0;0;;0;;;;;1,68;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P002823-016-900;ABRACADEIRA DE ACO;CLAMP ASY 08.12 RH;RESALE_IMP;1;73269090;00;99;90;INV;0199900;;;;0;;;0;0;;0;;;;;0,2856;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P002831-016-900;142539A1 - ABRACADEIRA;CLAMP ASY 06.62 RH;RESALE_IMP;1;73269090;00;99;90;INV;0199900;;;;0;;;0;0;;0;;;;;0,54;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P004307-301-002;59309  ABRACADEIRA DE ACO;MOUNTING BAND ASSEMBLY;RESALE_IMP;1;73269090;00;99;90;INV;0199900;;;;0;;;0;0;;0;;;;;1,12;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P013722-301-140;ABRACADEIRA DE ACO;BAND ASY 13.00(DCI P013722) 1PC/CTN;RESALE_IMP;1;73269090;00;99;90;INV;0199900;;;;0;;;0;0;;0;;;;;2,66;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P013722-301-156;821/10209 ABRACADEIRA DE ACO;BAND ASY 13.00(DCI P013722-301-156) 12PCS/BOX;RESALE_IMP;1;73269090;00;99;90;INV;0199900;;;;0;;;0;0;;0;;;;;2,46;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P016330    720;594075 - CUBA PLASTICA;BOWL;RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;0,528;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P016330-016-194;277377R1 - CUBA PLASTICA;"BOWL ASSY W/MARKING, CLEAR 10.50""";RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;1,37;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P016516-016-700;L30338  PARAFUSO;BOLT, WING 1/4-20 THD STL ZP;RESALE_IMP;1;73181500;00;99;90;INV;0199900;;;;0;;;0;0;;0;;;;;1;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P016548 930920;TAMPA DE SERVICIO P/ FILTRO AR;COVER ASSEMBLY;RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;0,714;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P016845 930189;ABRACADEIRA DE ACO;MOUNTING BAND;RESALE_IMP;1;73269090;00;99;90;INV;0199900;;;;0;;;0;0;;0;;;;;1,45;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P020227    190;73533 - CUBA PLASTICA;BOWL;RESALE_IMP;1;84219999;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;0,269;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P020344-016-140;CUBA PLASTICA;"BOWL ASSY W/MARKING, CLEAR 11.94""";RESALE_IMP;1;84219199;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;1,92;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P020344-016-700;L30671 PRE FILTRO DE AR;"BOWL ASSY W/MARKING, CLEAR 11.94""";RESALE_IMP;1;84219199;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;1,92;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P020648-016-216;73534 TAMPA DE FILTRO DE AR;COVER ASSY (PRECLEANER);RESALE_IMP;1;84219199;00;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;0,49;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030183-016-356;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"CYLINDRICAL ER2W5P5 FILTER 28.25""L G60 PULSESTAR";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;2;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030323-016-190;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"PREFILTER MINIPLEAT PANEL F7 MERV 13 23""L X 23""W X 12""D";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;22;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030554-016-002;HARSCO OVAL ULTRA-WEB FR CARTRIDGE;"HARSCO OVAL ULTRA-WEB FR CARTRIDGE (289 MM X 365 MM) OD X 559 MM L (11.36"" X 14.36"") OD X 22.00"" L";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;12,25;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030573-016-190;DOP PANEL 610 MM X 610 MM;"95% DOP PANEL 610 MM L X 610 MM W X 292 MM D (24.00"" L X 24.00"" W X 11.50"" D)";RESALE_IMP;1;84213990;00;99;90;INV;0103800;;;;0;;;0;0;;0;;;;;29;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030615-016-002;ELEMENTO FILTRANTE PARA GASES IND;"LORAM OVAL FIBRA-WEB FR CARTRIDGE (289 MM X 365 MM) OD X 660 MM L, (11.36"" X 14.36"") OD X 26.00"" L";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;35;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030625-016-190;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"HEPA PANEL 610 MM L X 610 MM W X 292 MM D (24.00 "" L X 24.00"" W X 11.50"" D)";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;27;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030644-016-190;ELEMENTO FILTRANTE P/ GASES IND.;"HEPA PANEL 610 MM L X 610 MM W X 292 MM D (24.00 "" L X 24.00"" W X 11.50"" D)";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;25,97;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030648-016-190;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"FINAL FILTER HEPA 305 MM L X 610 MM W X 292 MM D (12.00"" L X 24.00"" W X 11.50"" D)";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;16,93;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"1.5M DALAMATIC DURA-LIFE BAG 495 MM FLAT WIDTH X 1506 MM L (19.49"" FLAT WIDTH X 59.29"" L)";RESALE_IMP;1;59119000;00;99;90;INV;0110700;;;;0;;;0;0;;0;;;;;1,475;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030671-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"1.0M DALAMATIC DURA-LIFE BAG 495 MM FLAT WIDTH X 1006 MM L (19.49"" FLAT WIDTH X 39.61"" L)";RESALE_IMP;1;59119000;00;99;90;INV;0110700;;;;0;;;0;0;;0;;;;;0,85;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030729-016-002;ELEMENTO FILTRANTE PARA GASES IND;"UMA 150 POLYESTER ANTI-STATIC BAG 690 MM FLAT WIDTH X 550 MM L (27.17"" FLAT WIDTH X 21.65"" L)";RESALE_IMP;1;59119000;00;99;90;INV;0110700;;;;0;;;0;0;;0;;;;;13,795;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030734-016-002;ELEMENTO FILTRANTE PARA GASES IND;"UMA 450 WOVEN POLYPROPYLENE BAG 904 MM FLAT WIDTH X 710 MM L (35.58"" FLAT WIDTH X 27.96"" L)";RESALE_IMP;1;59119000;00;99;90;INV;0110700;;;;0;;;0;0;;0;;;;;43;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P030861-016-002;FILTRO BOLSA DLMV;"1.5M DALAMATIC TETRATEX ON POLYESTER BAG 495 MM FLAT WIDTH X 1506 MM L (19.49"" FLAT WIDTH X 59.29"" L)";RAW MATERIAL;1;59119000;99;99;90;INV;0103900;;;;0;;;0;0;;0;;;;;1,88;709.223999.310110.99.99.999.99999.99999;Intercompany Item
223;P030924-016-436;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"LG TD ULTRA-WEB FR CARTRIDGE 298 MM OD X 660 MM L (11.74"" OD X 26.00"" L)";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;11,8;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P031017-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"1.5M DALAMATIC DURA-LIFE EPITROPIC BAG 495 MM FLAT WIDTH X 1506 MM L (19.49"" FLAT WIDTH X 59.29"" L)";RESALE_IMP;1;59119000;00;99;90;INV;0110700;;;;0;;;0;0;;0;;;;;1,205;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P031018-016-210;ELEM FILTRANTE PARA GASES INDUSTRIAIS;"1.5M DALAMATIC DURA-LIFE OLEOPHOBIC EPITROPIC BAG 495 MM FLAT WIDTH X 1506 MM L (19.49"" FLAT WIDTH X 59.29"" L)";RESALE_IMP;1;59119000;00;99;90;INV;0110700;;;;0;;;0;0;;0;;;;;1,2;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P031020-016-210;ELEMENTO FILTRANTE PARA GASES IND.;"1.0M DALAMATIC DURA-LIFE EPITROPIC BAG 495 MM FLAT WIDTH X 1006 MM L (19.49"" FLAT WIDTH X 39.61"" L)";RESALE_IMP;1;59119000;00;99;90;INV;0110700;;;;0;;;0;0;;0;;;;;0,83;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P031022-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"0.7M DALAMATIC DURA-LIFE OLEOPHOBIC BAG 495 MM FLAT WIDTH X 708 MM L (19.49"" FLAT WIDTH X 27.87"" L)";RESALE_IMP;1;59119000;00;99;90;INV;0110700;;;;0;;;0;0;;0;;;;;0,7;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P031096-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"DMC-MMB DRYFLO POLYESTER WRAP ONLY, 1397 MM W X 311 MM L (55.00"" W X 12.25"" L)";RESALE_IMP;1;59119000;00;99;90;INV;0110700;;;;0;;;0;0;;0;;;;;0,41;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P031098-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"ADVANCED DRYFLO POLYESTER WRAP ONLY, 1880 MM W X 641 MM L (74.00"" W X 25.25"" L)";RESALE_IMP;1;59119000;00;99;90;INV;0110700;;;;0;;;0;0;;0;;;;;2;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P031474-016-340;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;"CP ENVIRONMENTAL THERMO-WEB CARTRIDGE 324 MM OD X 660 MM L (12.74"" OD X 26.00"" L)";RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;13,9;709.372999.311111.99.99.999.99999.99999;Intercompany Item
223;P031560-016-002;ELEMENTO FILTRANTE DE AR;JOY GLOBAL FILTER;RESALE_IMP;1;84213990;00;99;90;INV;0109500;;;;0;;;0;0;;0;;;;;12,36;709.372999.311111.99.99.999.99999.99999;Intercompany Item
